rad,str,cp,char
30,4,134138,𠯺
30,4,134139,𠯻
30,4,134140,𠯼
30,4,134141,𠯽
30,4,134142,𠯾
30,4,134143,𠯿
30,4,134144,𠰀
30,4,134145,𠰁
30,4,134146,𠰂
30,4,134147,𠰃
30,4,134148,𠰄
30,4,134149,𠰅
30,4,134150,𠰆
30,4,134151,𠰇
30,4,174131,𪠳
30,4,174132,𪠴
30,4,174133,𪠵
30,4,178776,𫩘
30,4,178777,𫩙
30,4,178778,𫩚
30,4,178779,𫩛
30,4,178780,𫩜
30,4,178781,𫩝
30,4,178782,𫩞
30,4,184771,𭇃
30,4,184772,𭇄
30,4,184773,𭇅
30,4,184774,𭇆
30,4,184775,𭇇
30,4,184776,𭇈
30,4,184777,𭇉
30,4,184778,𭇊
30,4,184779,𭇋
30,4,184780,𭇌
30,4,184781,𭇍
30,4,191508,𮰔
30,4,194621,吸
30,4,194622,呈
30,4,197066,𰇊
30,4,197067,𰇋
30,4,197068,𰇌
30,4,197069,𰇍
30,4,201862,𱒆
30,4,201863,𱒇
30,4,201864,𱒈
30,4,201865,𱒉
30,4,201866,𱒊
30,4,201867,𱒋
30,4,201868,𱒌
30,4,201869,𱒍
30,4,201870,𱒎
30,4,206096,𲔐
30,4,206097,𲔑
30,4,206098,𲔒
30,4,206099,𲔓
30,4,206100,𲔔
30,4,206101,𲔕
30,4,206102,𲔖
30,5,13687,㕷
30,5,13688,㕸
30,5,13689,㕹
30,5,13690,㕺
30,5,13691,㕻
30,5,13692,㕼
30,5,13693,㕽
30,5,13694,㕾
30,5,13695,㕿
30,5,21597,呝
30,5,21598,呞
30,5,21599,呟
30,5,21600,呠
30,5,21601,呡
30,5,21602,呢
30,5,21603,呣
30,5,21604,呤
30,5,21605,呥
30,5,21606,呦
30,5,21607,呧
30,5,21608,周
30,5,21609,呩
30,5,21610,呪
30,5,21611,呫
30,5,21612,呬
30,5,21613,呭
30,5,21614,呮
30,5,21615,呯
30,5,21616,呰
30,5,21617,呱
30,5,21618,呲
30,5,21619,味
30,5,21620,呴
30,5,21621,呵
30,5,21622,呶
30,5,21623,呷
30,5,21624,呸
30,5,21625,呹
30,5,21626,呺
30,5,21627,呻
30,5,21628,呼
30,5,21629,命
30,5,21630,呾
30,5,21631,呿
30,5,21632,咀
30,5,21633,咁
30,5,21634,咂
30,5,21635,咃
30,5,21636,咄
30,5,21637,咅
30,5,21638,咆
30,5,21639,咇
30,5,21640,咈
30,5,21641,咉
30,5,21642,咊
30,5,21643,咋
30,5,21644,和
30,5,21645,咍
30,5,21646,咎
30,5,21647,咏
30,5,21648,咐
30,5,21649,咑
30,5,21650,咒
30,5,21651,咓
30,5,21652,咔
30,5,21653,咕
30,5,21654,咖
30,5,21655,咗
30,5,21656,咘
30,5,21657,咙
30,5,21658,咚
30,5,21659,咛
30,5,21660,咜
30,5,21661,咝
30,5,134152,𠰈
30,5,134153,𠰉
30,5,134154,𠰊
30,5,134155,𠰋
30,5,134156,𠰌
30,5,134157,𠰍
30,5,134158,𠰎
30,5,134159,𠰏
30,5,134160,𠰐
30,5,134161,𠰑
30,5,134162,𠰒
30,5,134163,𠰓
30,5,134164,𠰔
30,5,134165,𠰕
30,5,134166,𠰖
30,5,134167,𠰗
30,5,134168,𠰘
30,5,134169,𠰙
30,5,134170,𠰚
30,5,134171,𠰛
30,5,134172,𠰜
30,5,134173,𠰝
30,5,134174,𠰞
30,5,134175,𠰟
30,5,134176,𠰠
30,5,134177,𠰡
30,5,134178,𠰢
30,5,134179,𠰣
30,5,134180,𠰤
30,5,134181,𠰥
30,5,134182,𠰦
30,5,134183,𠰧
30,5,134184,𠰨
30,5,134185,𠰩
30,5,134186,𠰪
30,5,134187,𠰫
30,5,134188,𠰬
30,5,134189,𠰭
30,5,134190,𠰮
30,5,134191,𠰯
30,5,134192,𠰰
30,5,134193,𠰱
30,5,134194,𠰲
30,5,134195,𠰳
30,5,134196,𠰴
30,5,134197,𠰵
30,5,134198,𠰶
30,5,134199,𠰷
30,5,134200,𠰸
30,5,134201,𠰹
30,5,134202,𠰺
30,5,134203,𠰻
30,5,134204,𠰼
30,5,134205,𠰽
30,5,134206,𠰾
30,5,134207,𠰿
30,5,134208,𠱀
30,5,134209,𠱁
30,5,134210,𠱂
30,5,134211,𠱃
30,5,134212,𠱄
30,5,134213,𠱅
30,5,134214,𠱆
30,5,134215,𠱇
30,5,134216,𠱈
30,5,134217,𠱉
30,5,134218,𠱊
30,5,134219,𠱋
30,5,134220,𠱌
30,5,134221,𠱍
30,5,134222,𠱎
30,5,134223,𠱏
30,5,174134,𪠶
30,5,174135,𪠷
30,5,174136,𪠸
30,5,174137,𪠹
30,5,178783,𫩟
30,5,178784,𫩠
30,5,178785,𫩡
30,5,178786,𫩢
30,5,178787,𫩣
30,5,178788,𫩤
30,5,178789,𫩥
30,5,178790,𫩦
30,5,178791,𫩧
30,5,178792,𫩨
30,5,178793,𫩩
30,5,178794,𫩪
30,5,184782,𭇎
30,5,184783,𭇏
30,5,184784,𭇐
30,5,184785,𭇑
30,5,184786,𭇒
30,5,184787,𭇓
30,5,184788,𭇔
30,5,184789,𭇕
30,5,184790,𭇖
30,5,184791,𭇗
30,5,184792,𭇘
30,5,184793,𭇙
30,5,184794,𭇚
30,5,184795,𭇛
30,5,184796,𭇜
30,5,184797,𭇝
30,5,194623,周
30,5,197070,𰇎
30,5,197071,𰇏
30,5,197072,𰇐
30,5,197073,𰇑
30,5,197074,𰇒
30,5,197075,𰇓
30,5,201871,𱒏
30,5,201872,𱒐
30,5,201873,𱒑
30,5,201874,𱒒
30,5,201875,𱒓
30,5,206103,𲔗
30,5,206104,𲔘
30,5,206105,𲔙
30,5,206106,𲔚
30,5,206107,𲔛
30,5,206108,𲔜
30,5,206109,𲔝
30,5,206110,𲔞
30,6,13696,㖀
30,6,13697,㖁
30,6,13698,㖂
30,6,13699,㖃
30,6,13700,㖄
30,6,13701,㖅
30,6,13702,㖆
30,6,13703,㖇
30,6,13704,㖈
30,6,13705,㖉
30,6,13706,㖊
30,6,13707,㖋
30,6,13708,㖌
30,6,13709,㖍
30,6,13710,㖎
30,6,21662,咞
30,6,21663,咟
30,6,21664,咠
30,6,21665,咡
30,6,21666,咢
30,6,21667,咣
30,6,21668,咤
30,6,21669,咥
30,6,21670,咦
30,6,21671,咧
30,6,21672,咨
30,6,21673,咩
30,6,21674,咪
30,6,21675,咫
30,6,21676,咬
30,6,21677,咭
30,6,21678,咮
30,6,21679,咯
30,6,21680,咰
30,6,21681,咱
30,6,21682,咲
30,6,21683,咳
30,6,21684,咴
30,6,21685,咵
30,6,21686,咶
30,6,21687,咷
30,6,21688,咸
30,6,21689,咹
30,6,21690,咺
30,6,21691,咻
30,6,21692,咼
30,6,21693,咽
30,6,21694,咾
30,6,21695,咿
30,6,21696,哀
30,6,21697,品
30,6,21698,哂
30,6,21699,哃
30,6,21700,哄
30,6,21701,哅
30,6,21702,哆
30,6,21703,哇
30,6,21704,哈
30,6,21705,哉
30,6,21706,哊
30,6,21707,哋
30,6,21708,哌
30,6,21709,响
30,6,21710,哎
30,6,21711,哏
30,6,21712,哐
30,6,21713,哑
30,6,21714,哒
30,6,21715,哓
30,6,21716,哔
30,6,21717,哕
30,6,21718,哖
30,6,21719,哗
30,6,21720,哘
30,6,21721,哙
30,6,21722,哚
30,6,21723,哛
30,6,21724,哜
30,6,21725,哝
30,6,21726,哞
30,6,21727,哟
30,6,63902,咽
30,6,131127,𠀷
30,6,131129,𠀹
30,6,134224,𠱐
30,6,134225,𠱑
30,6,134226,𠱒
30,6,134227,𠱓
30,6,134228,𠱔
30,6,134229,𠱕
30,6,134230,𠱖
30,6,134231,𠱗
30,6,134232,𠱘
30,6,134233,𠱙
30,6,134234,𠱚
30,6,134235,𠱛
30,6,134236,𠱜
30,6,134237,𠱝
30,6,134238,𠱞
30,6,134239,𠱟
30,6,134240,𠱠
30,6,134241,𠱡
30,6,134242,𠱢
30,6,134243,𠱣
30,6,134244,𠱤
30,6,134245,𠱥
30,6,134246,𠱦
30,6,134247,𠱧
30,6,134248,𠱨
30,6,134249,𠱩
30,6,134250,𠱪
30,6,134251,𠱫
30,6,134252,𠱬
30,6,134253,𠱭
30,6,134254,𠱮
30,6,134255,𠱯
30,6,134256,𠱰
30,6,134257,𠱱
30,6,134258,𠱲
30,6,134259,𠱳
30,6,134260,𠱴
30,6,134261,𠱵
30,6,134262,𠱶
30,6,134263,𠱷
30,6,134264,𠱸
30,6,134265,𠱹
30,6,134266,𠱺
30,6,134267,𠱻
30,6,134268,𠱼
30,6,134269,𠱽
30,6,134270,𠱾
30,6,134271,𠱿
30,6,134272,𠲀
30,6,134273,𠲁
30,6,134274,𠲂
30,6,134275,𠲃
30,6,134276,𠲄
30,6,134277,𠲅
30,6,134278,𠲆
30,6,134279,𠲇
30,6,134280,𠲈
30,6,134281,𠲉
30,6,134282,𠲊
30,6,134283,𠲋
30,6,134284,𠲌
30,6,134285,𠲍
30,6,134286,𠲎
30,6,134287,𠲏
30,6,134288,𠲐
30,6,134289,𠲑
30,6,134290,𠲒
30,6,134291,𠲓
30,6,134292,𠲔
30,6,134293,𠲕
30,6,134294,𠲖
30,6,134295,𠲗
30,6,134296,𠲘
30,6,134297,𠲙
30,6,134298,𠲚
30,6,134299,𠲛
30,6,134300,𠲜
30,6,134301,𠲝
30,6,134302,𠲞
30,6,134303,𠲟
30,6,134304,𠲠
30,6,134305,𠲡
30,6,134306,𠲢
30,6,134307,𠲣
30,6,134308,𠲤
30,6,134309,𠲥
30,6,134310,𠲦
30,6,134311,𠲧
30,6,134312,𠲨
30,6,134313,𠲩
30,6,134314,𠲪
30,6,134315,𠲫
30,6,174138,𪠺
30,6,174139,𪠻
30,6,174140,𪠼
30,6,174141,𪠽
30,6,174142,𪠾
30,6,174143,𪠿
30,6,174144,𪡀
30,6,174145,𪡁
30,6,174146,𪡂
30,6,174147,𪡃
30,6,178009,𫝙
30,6,178795,𫩫
30,6,178796,𫩬
30,6,178797,𫩭
30,6,178798,𫩮
30,6,178799,𫩯
30,6,178800,𫩰
30,6,178801,𫩱
30,6,178802,𫩲
30,6,178803,𫩳
30,6,178804,𫩴
30,6,178805,𫩵
30,6,178806,𫩶
30,6,178807,𫩷
30,6,178808,𫩸
30,6,178809,𫩹
30,6,178810,𫩺
30,6,178811,𫩻
30,6,178812,𫩼
30,6,184798,𭇞
30,6,184799,𭇟
30,6,184800,𭇠
30,6,184801,𭇡
30,6,184802,𭇢
30,6,184803,𭇣
30,6,184804,𭇤
30,6,184805,𭇥
30,6,184806,𭇦
30,6,184807,𭇧
30,6,184808,𭇨
30,6,184809,𭇩
30,6,184810,𭇪
30,6,184811,𭇫
30,6,184812,𭇬
30,6,184813,𭇭
30,6,184814,𭇮
30,6,184815,𭇯
30,6,184816,𭇰
30,6,184817,𭇱
30,6,184818,𭇲
30,6,184819,𭇳
30,6,184820,𭇴
30,6,194620,咞
30,6,194624,咢
30,6,197076,𰇔
30,6,197077,𰇕
30,6,197078,𰇖
30,6,197079,𰇗
30,6,197080,𰇘
30,6,197081,𰇙
30,6,197082,𰇚
30,6,197083,𰇛
30,6,197084,𰇜
30,6,197085,𰇝
30,6,197086,𰇞
30,6,197087,𰇟
30,6,197088,𰇠
30,6,197089,𰇡
30,6,197090,𰇢
30,6,197091,𰇣
30,6,201876,𱒔
30,6,201877,𱒕
30,6,201878,𱒖
30,6,201879,𱒗
30,6,201880,𱒘
30,6,201881,𱒙
30,6,201882,𱒚
30,6,201883,𱒛
30,6,201884,𱒜
30,6,201885,𱒝
30,6,201886,𱒞
30,6,201887,𱒟
30,6,201888,𱒠
30,6,201889,𱒡
30,6,201890,𱒢
30,6,201891,𱒣
30,6,201892,𱒤
30,6,201893,𱒥
30,6,206111,𲔟
30,6,206112,𲔠
30,6,206113,𲔡
30,6,206114,𲔢
30,6,206115,𲔣
30,6,206116,𲔤
30,6,206117,𲔥
30,6,206118,𲔦
30,6,206119,𲔧
30,6,206120,𲔨
30,6,206121,𲔩
30,6,206122,𲔪
30,7,13711,㖏
30,7,13712,㖐
30,7,13713,㖑
30,7,13714,㖒
30,7,13715,㖓
30,7,13716,㖔
30,7,13717,㖕
30,7,13718,㖖
30,7,13719,㖗
30,7,13720,㖘
30,7,13721,㖙
30,7,13722,㖚
30,7,13723,㖛
30,7,13724,㖜
30,7,13725,㖝
30,7,13726,㖞
30,7,21728,哠
30,7,21729,員
30,7,21730,哢
30,7,21731,哣
30,7,21732,哤
30,7,21733,哥
30,7,21734,哦
30,7,21735,哧
30,7,21736,哨
30,7,21737,哩
30,7,21738,哪
30,7,21739,哫
30,7,21740,哬
30,7,21741,哭
30,7,21742,哮
30,7,21743,哯
30,7,21744,哰
30,7,21745,哱
30,7,21746,哲
30,7,21747,哳
30,7,21748,哴
30,7,21749,哵
30,7,21750,哶
30,7,21751,哷
30,7,21752,哸
30,7,21753,哹
30,7,21754,哺
30,7,21755,哻
30,7,21756,哼
30,7,21757,哽
30,7,21758,哾
30,7,21759,哿
30,7,21760,唀
30,7,21761,唁
30,7,21762,唂
30,7,21763,唃
30,7,21764,唄
30,7,21765,唅
30,7,21766,唆
30,7,21767,唇
30,7,21768,唈
30,7,21769,唉
30,7,21770,唊
30,7,21771,唋
30,7,21772,唌
30,7,21773,唍
30,7,21774,唎
30,7,21775,唏
30,7,21776,唐
30,7,21777,唑
30,7,21778,唒
30,7,21779,唓
30,7,21780,唔
30,7,21781,唕
30,7,21782,唖
30,7,21783,唗
30,7,21784,唘
30,7,21785,唙
30,7,21786,唚
30,7,21787,唛
30,7,21788,唜
30,7,21789,唝
30,7,21790,唞
30,7,21791,唟
30,7,21792,唠
30,7,21793,唡
30,7,21794,唢
30,7,21795,唣
30,7,21796,唤
30,7,21797,唥
30,7,21798,唦
30,7,21799,唧
30,7,134316,𠲬
30,7,134317,𠲭
30,7,134318,𠲮
30,7,134319,𠲯
30,7,134320,𠲰
30,7,134321,𠲱
30,7,134322,𠲲
30,7,134323,𠲳
30,7,134324,𠲴
30,7,134325,𠲵
30,7,134326,𠲶
30,7,134327,𠲷
30,7,134328,𠲸
30,7,134329,𠲹
30,7,134330,𠲺
30,7,134331,𠲻
30,7,134332,𠲼
30,7,134333,𠲽
30,7,134334,𠲾
30,7,134335,𠲿
30,7,134336,𠳀
30,7,134337,𠳁
30,7,134338,𠳂
30,7,134339,𠳃
30,7,134340,𠳄
30,7,134341,𠳅
30,7,134342,𠳆
30,7,134343,𠳇
30,7,134344,𠳈
30,7,134345,𠳉
30,7,134346,𠳊
30,7,134347,𠳋
30,7,134348,𠳌
30,7,134349,𠳍
30,7,134350,𠳎
30,7,134351,𠳏
30,7,134352,𠳐
30,7,134353,𠳑
30,7,134354,𠳒
30,7,134355,𠳓
30,7,134356,𠳔
30,7,134357,𠳕
30,7,134358,𠳖
30,7,134359,𠳗
30,7,134360,𠳘
30,7,134361,𠳙
30,7,134362,𠳚
30,7,134363,𠳛
30,7,134364,𠳜
30,7,134365,𠳝
30,7,134366,𠳞
30,7,134367,𠳟
30,7,134368,𠳠
30,7,134369,𠳡
30,7,134370,𠳢
30,7,134371,𠳣
30,7,134372,𠳤
30,7,134374,𠳦
30,7,134375,𠳧
30,7,134376,𠳨
30,7,134377,𠳩
30,7,134378,𠳪
30,7,134380,𠳬
30,7,134381,𠳭
30,7,134382,𠳮
30,7,134383,𠳯
30,7,134384,𠳰
30,7,134385,𠳱
30,7,134386,𠳲
30,7,134387,𠳳
30,7,134388,𠳴
30,7,134389,𠳵
30,7,134390,𠳶
30,7,134391,𠳷
30,7,134392,𠳸
30,7,134393,𠳹
30,7,134394,𠳺
30,7,134395,𠳻
30,7,134396,𠳼
30,7,134397,𠳽
30,7,134398,𠳾
30,7,134399,𠳿
30,7,134400,𠴀
30,7,134401,𠴁
30,7,134402,𠴂
30,7,134403,𠴃
30,7,134404,𠴄
30,7,134405,𠴅
30,7,134406,𠴆
30,7,134407,𠴇
30,7,134408,𠴈
30,7,134409,𠴉
30,7,134410,𠴊
30,7,134411,𠴋
30,7,134412,𠴌
30,7,134413,𠴍
30,7,134414,𠴎
30,7,134415,𠴏
30,7,134416,𠴐
30,7,134417,𠴑
30,7,134418,𠴒
30,7,134419,𠴓
30,7,134420,𠴔
30,7,134421,𠴕
30,7,134422,𠴖
30,7,134423,𠴗
30,7,134424,𠴘
30,7,134425,𠴙
30,7,134426,𠴚
30,7,134427,𠴛
30,7,134428,𠴜
30,7,134429,𠴝
30,7,134430,𠴞
30,7,134431,𠴟
30,7,134432,𠴠
30,7,134433,𠴡
30,7,134434,𠴢
30,7,134435,𠴣
30,7,134436,𠴤
30,7,134437,𠴥
30,7,174148,𪡄
30,7,174149,𪡅
30,7,174150,𪡆
30,7,174151,𪡇
30,7,174152,𪡈
30,7,174153,𪡉
30,7,174154,𪡊
30,7,174155,𪡋
30,7,174156,𪡌
30,7,174157,𪡍
30,7,174158,𪡎
30,7,178813,𫩽
30,7,178814,𫩾
30,7,178815,𫩿
30,7,178816,𫪀
30,7,178817,𫪁
30,7,178818,𫪂
30,7,178819,𫪃
30,7,178820,𫪄
30,7,178821,𫪅
30,7,178822,𫪆
30,7,178823,𫪇
30,7,178824,𫪈
30,7,178825,𫪉
30,7,178826,𫪊
30,7,178827,𫪋
30,7,178828,𫪌
30,7,178829,𫪍
30,7,178830,𫪎
30,7,178831,𫪏
30,7,178832,𫪐
30,7,178833,𫪑
30,7,184821,𭇵
30,7,184822,𭇶
30,7,184823,𭇷
30,7,184824,𭇸
30,7,184825,𭇹
30,7,184826,𭇺
30,7,184827,𭇻
30,7,184828,𭇼
30,7,184829,𭇽
30,7,184830,𭇾
30,7,184831,𭇿
30,7,184832,𭈀
30,7,184833,𭈁
30,7,184834,𭈂
30,7,184835,𭈃
30,7,184836,𭈄
30,7,184837,𭈅
30,7,184838,𭈆
30,7,184839,𭈇
30,7,184840,𭈈
30,7,184841,𭈉
30,7,184842,𭈊
30,7,184843,𭈋
30,7,194625,哶
30,7,194626,唐
30,7,197092,𰇤
30,7,197093,𰇥
30,7,197094,𰇦
30,7,197095,𰇧
30,7,197096,𰇨
30,7,197097,𰇩
30,7,197098,𰇪
30,7,197099,𰇫
30,7,197100,𰇬
30,7,197101,𰇭
30,7,197102,𰇮
30,7,197103,𰇯
30,7,197104,𰇰
30,7,201894,𱒦
30,7,201895,𱒧
30,7,201896,𱒨
30,7,201897,𱒩
30,7,201898,𱒪
30,7,201899,𱒫
30,7,201900,𱒬
30,7,201901,𱒭
30,7,201902,𱒮
30,7,201903,𱒯
30,7,201904,𱒰
30,7,201905,𱒱
30,7,201906,𱒲
30,7,201907,𱒳
30,7,201908,𱒴
30,7,201909,𱒵
30,7,201910,𱒶
30,7,201911,𱒷
30,7,201912,𱒸
30,7,201913,𱒹
30,7,201914,𱒺
30,7,201915,𱒻
30,7,201916,𱒼
30,7,206123,𲔫
30,7,206124,𲔬
30,7,206125,𲔭
30,7,206126,𲔮
30,7,206127,𲔯
30,7,206128,𲔰
30,7,206129,𲔱
30,7,206130,𲔲
30,7,206131,𲔳
30,7,206132,𲔴
30,7,206133,𲔵
30,7,206134,𲔶
30,7,206135,𲔷
30,7,206136,𲔸
30,7,206137,𲔹
30,7,206138,𲔺
30,8,13727,㖟
30,8,13728,㖠
30,8,13729,㖡
30,8,13730,㖢
30,8,13731,㖣
30,8,13732,㖤
30,8,13733,㖥
30,8,13734,㖦
30,8,13735,㖧
30,8,13736,㖨
30,8,13737,㖩
30,8,13738,㖪
30,8,13739,㖫
30,8,13740,㖬
30,8,13741,㖭
30,8,13742,㖮
30,8,13743,㖯
30,8,13744,㖰
30,8,13745,㖱
30,8,13746,㖲
30,8,13747,㖳
30,8,13748,㖴
30,8,13749,㖵
30,8,21800,唨
30,8,21801,唩
30,8,21802,唪
30,8,21803,唫
30,8,21804,唬
30,8,21805,唭
30,8,21806,售
30,8,21807,唯
30,8,21808,唰
30,8,21809,唱
30,8,21810,唲
30,8,21811,唳
30,8,21812,唴
30,8,21813,唵
30,8,21814,唶
30,8,21815,唷
30,8,21816,唸
30,8,21817,唹
30,8,21818,唺
30,8,21819,唻
30,8,21820,唼
30,8,21821,唽
30,8,21822,唾
30,8,21823,唿
30,8,21824,啀
30,8,21825,啁
30,8,21826,啂
30,8,21827,啃
30,8,21828,啄
30,8,21829,啅
30,8,21830,商
30,8,21831,啇
30,8,21832,啈
30,8,21833,啉
30,8,21834,啊
30,8,21835,啋
30,8,21836,啌
30,8,21837,啍
30,8,21838,啎
30,8,21839,問
30,8,21840,啐
30,8,21841,啑
30,8,21842,啒
30,8,21843,啓
30,8,21844,啔
30,8,21845,啕
30,8,21846,啖
30,8,21847,啗
30,8,21848,啘
30,8,21850,啚
30,8,21851,啛
30,8,21852,啜
30,8,21853,啝
30,8,21854,啞
30,8,21856,啠
30,8,21857,啡
30,8,21858,啢
30,8,21859,啣
30,8,21860,啤
30,8,21861,啥
30,8,21862,啦
30,8,21863,啧
30,8,21864,啨
30,8,21865,啩
30,8,21866,啪
30,8,21868,啬
30,8,21869,啭
30,8,21870,啮
30,8,21871,啯
30,8,21872,啰
30,8,21873,啱
30,8,21874,啲
30,8,21875,啳
30,8,21876,啴
30,8,21877,啵
30,8,21878,啶
30,8,21879,啷
30,8,21880,啸
30,8,21881,啹
30,8,64121,啕
30,8,134373,𠳥
30,8,134439,𠴧
30,8,134440,𠴨
30,8,134441,𠴩
30,8,134442,𠴪
30,8,134443,𠴫
30,8,134444,𠴬
30,8,134445,𠴭
30,8,134446,𠴮
30,8,134447,𠴯
30,8,134448,𠴰
30,8,134449,𠴱
30,8,134450,𠴲
30,8,134451,𠴳
30,8,134452,𠴴
30,8,134453,𠴵
30,8,134454,𠴶
30,8,134455,𠴷
30,8,134456,𠴸
30,8,134457,𠴹
30,8,134458,𠴺
30,8,134459,𠴻
30,8,134460,𠴼
30,8,134461,𠴽
30,8,134462,𠴾
30,8,134463,𠴿
30,8,134464,𠵀
30,8,134465,𠵁
30,8,134466,𠵂
30,8,134467,𠵃
30,8,134468,𠵄
30,8,134469,𠵅
30,8,134470,𠵆
30,8,134471,𠵇
30,8,134472,𠵈
30,8,134473,𠵉
30,8,134474,𠵊
30,8,134475,𠵋
30,8,134476,𠵌
30,8,134477,𠵍
30,8,134478,𠵎
30,8,134479,𠵏
30,8,134480,𠵐
30,8,134481,𠵑
30,8,134482,𠵒
30,8,134483,𠵓
30,8,134484,𠵔
30,8,134485,𠵕
30,8,134486,𠵖
30,8,134487,𠵗
30,8,134488,𠵘
30,8,134489,𠵙
30,8,134490,𠵚
30,8,134491,𠵛
30,8,134492,𠵜
30,8,134493,𠵝
30,8,134494,𠵞
30,8,134495,𠵟
30,8,134496,𠵠
30,8,134497,𠵡
30,8,134498,𠵢
30,8,134499,𠵣
30,8,134500,𠵤
30,8,134501,𠵥
30,8,134502,𠵦
30,8,134503,𠵧
30,8,134504,𠵨
30,8,134505,𠵩
30,8,134506,𠵪
30,8,134507,𠵫
30,8,134508,𠵬
30,8,134509,𠵭
30,8,134510,𠵮
30,8,134511,𠵯
30,8,134512,𠵰
30,8,134513,𠵱
30,8,134514,𠵲
30,8,134515,𠵳
30,8,134516,𠵴
30,8,134517,𠵵
30,8,134518,𠵶
30,8,134519,𠵷
30,8,134520,𠵸
30,8,134521,𠵹
30,8,134522,𠵺
30,8,134523,𠵻
30,8,134524,𠵼
30,8,134525,𠵽
30,8,134526,𠵾
30,8,134527,𠵿
30,8,134528,𠶀
30,8,134529,𠶁
30,8,134530,𠶂
30,8,134531,𠶃
30,8,134532,𠶄
30,8,134533,𠶅
30,8,134534,𠶆
30,8,134535,𠶇
30,8,134536,𠶈
30,8,134537,𠶉
30,8,134538,𠶊
30,8,134539,𠶋
30,8,134540,𠶌
30,8,134541,𠶍
30,8,134542,𠶎
30,8,134543,𠶏
30,8,134544,𠶐
30,8,134545,𠶑
30,8,134546,𠶒
30,8,134547,𠶓
30,8,134548,𠶔
30,8,134549,𠶕
30,8,134550,𠶖
30,8,134551,𠶗
30,8,134552,𠶘
30,8,134553,𠶙
30,8,134554,𠶚
30,8,134555,𠶛
30,8,134556,𠶜
30,8,134557,𠶝
30,8,134558,𠶞
30,8,134559,𠶟
30,8,134560,𠶠
30,8,134561,𠶡
30,8,134562,𠶢
30,8,134563,𠶣
30,8,134564,𠶤
30,8,134565,𠶥
30,8,134566,𠶦
30,8,134567,𠶧
30,8,134568,𠶨
30,8,134569,𠶩
30,8,134570,𠶪
30,8,134571,𠶫
30,8,134572,𠶬
30,8,134573,𠶭
30,8,134574,𠶮
30,8,134575,𠶯
30,8,134576,𠶰
30,8,134577,𠶱
30,8,134578,𠶲
30,8,134579,𠶳
30,8,134580,𠶴
30,8,134581,𠶵
30,8,134582,𠶶
30,8,174159,𪡏
30,8,174160,𪡐
30,8,174161,𪡑
30,8,174162,𪡒
30,8,174163,𪡓
30,8,174164,𪡔
30,8,174165,𪡕
30,8,174166,𪡖
30,8,174167,𪡗
30,8,174168,𪡘
30,8,174169,𪡙
30,8,174170,𪡚
30,8,174171,𪡛
30,8,178834,𫪒
30,8,178835,𫪓
30,8,178836,𫪔
30,8,178837,𫪕
30,8,178838,𫪖
30,8,178839,𫪗
30,8,178840,𫪘
30,8,178841,𫪙
30,8,178842,𫪚
30,8,178843,𫪛
30,8,178844,𫪜
30,8,178845,𫪝
30,8,178846,𫪞
30,8,178847,𫪟
30,8,178848,𫪠
30,8,178849,𫪡
30,8,178850,𫪢
30,8,178851,𫪣
30,8,178852,𫪤
30,8,178853,𫪥
30,8,178854,𫪦
30,8,178855,𫪧
30,8,178856,𫪨
30,8,178857,𫪩
30,8,178858,𫪪
30,8,178859,𫪫
30,8,178860,𫪬
30,8,178861,𫪭
30,8,178862,𫪮
30,8,178863,𫪯
30,8,178864,𫪰
30,8,184844,𭈌
30,8,184845,𭈍
30,8,184846,𭈎
30,8,184847,𭈏
30,8,184848,𭈐
30,8,184849,𭈑
30,8,184850,𭈒
30,8,184851,𭈓
30,8,184852,𭈔
30,8,184853,𭈕
30,8,184854,𭈖
30,8,184855,𭈗
30,8,184856,𭈘
30,8,184857,𭈙
30,8,184858,𭈚
30,8,184859,𭈛
30,8,184860,𭈜
30,8,184861,𭈝
30,8,184862,𭈞
30,8,184863,𭈟
30,8,184864,𭈠
30,8,184865,𭈡
30,8,184866,𭈢
30,8,184867,𭈣
30,8,184868,𭈤
30,8,184869,𭈥
30,8,184870,𭈦
30,8,184871,𭈧
30,8,184872,𭈨
30,8,184873,𭈩
30,8,184874,𭈪
30,8,184875,𭈫
30,8,184876,𭈬
30,8,184877,𭈭
30,8,184878,𭈮
30,8,191509,𮰕
30,8,194627,啓
30,8,194628,啣
30,8,197105,𰇱
30,8,197106,𰇲
30,8,197107,𰇳
30,8,197108,𰇴
30,8,197109,𰇵
30,8,197110,𰇶
30,8,197111,𰇷
30,8,197112,𰇸
30,8,197113,𰇹
30,8,197114,𰇺
30,8,197115,𰇻
30,8,197116,𰇼
30,8,197117,𰇽
30,8,197118,𰇾
30,8,201917,𱒽
30,8,201918,𱒾
30,8,201919,𱒿
30,8,201920,𱓀
30,8,201921,𱓁
30,8,201922,𱓂
30,8,201923,𱓃
30,8,201924,𱓄
30,8,201925,𱓅
30,8,201926,𱓆
30,8,201927,𱓇
30,8,201928,𱓈
30,8,201929,𱓉
30,8,201930,𱓊
30,8,201931,𱓋
30,8,201932,𱓌
30,8,201933,𱓍
30,8,201934,𱓎
30,8,201935,𱓏
30,8,201936,𱓐
30,8,201937,𱓑
30,8,201938,𱓒
30,8,201939,𱓓
30,8,201940,𱓔
30,8,201941,𱓕
30,8,206139,𲔻
30,8,206140,𲔼
